orderid,dateid,countryid,categoryid,amount
107894,395,7,4,2067
107895,395,9,4,25
107896,395,36,5,5282
107897,395,49,4,6387
107898,395,38,2,2983
107899,395,19,1,1387
107900,395,1,1,4323
107901,395,15,1,2454
107902,395,5,2,6447
107903,395,31,3,2923
107904,395,8,2,4642
107905,395,56,3,6444
107906,395,43,1,4408
107907,395,17,4,2490
107908,395,41,2,999
107909,395,41,4,5885
107910,395,35,3,5717
107911,395,44,1,2293
107912,395,26,3,6498
107913,395,13,4,5917
107914,395,29,4,7962
107915,395,11,1,4209
107916,395,56,5,7294
107917,395,3,3,3822
107918,395,5,1,2809
107919,395,18,3,1846
107920,395,54,4,1427
107921,395,13,2,1104
107922,395,51,4,308
107923,395,54,5,6202
107924,395,33,2,639
107925,395,21,2,2324
107926,395,6,2,224
107927,395,32,4,7627
107928,395,44,4,2187
107929,395,2,3,7828
107930,395,38,1,2169
107931,395,46,5,1584
107932,395,9,5,209
107933,395,53,3,7372
107934,395,34,4,2251
107935,395,35,2,1201
107936,395,15,4,2653
107937,395,5,5,972
107938,395,22,1,3016
107939,395,50,5,1615
107940,395,6,1,3344
107941,395,40,3,5465
107942,395,55,5,2609
107943,395,37,4,7882
107944,395,56,4,5147
107945,395,55,3,7887
107946,395,34,1,1190
107947,395,9,3,1892
107948,395,33,5,260
107949,395,34,2,5924
107950,395,26,5,5730
107951,395,25,1,4947
107952,395,39,5,7115
107953,395,52,5,5795
107954,395,7,1,5574
107955,395,4,2,1623
107956,395,27,3,6802
107957,395,51,3,3593
107958,395,19,2,4074
107959,395,56,2,1813
107960,395,19,3,5449
107961,395,42,1,5615
107962,395,55,1,7239
107963,395,1,3,3534
107964,395,43,4,7919
107965,395,35,5,2931
107966,395,41,3,5213
107967,395,28,2,4934
107968,395,23,3,321
107969,395,10,1,1605
107970,395,24,3,3368
107971,395,20,4,5559
107972,395,27,1,3824
107973,395,4,1,443
107974,395,24,4,6921
107975,395,17,5,319
107976,395,46,1,5842
107977,395,28,5,1095
107978,395,11,5,4291
107979,395,50,4,6243
107980,395,29,1,6265
107981,395,22,5,3115
107982,395,56,1,4546
107983,395,42,5,419
107984,395,51,2,5115
107985,395,28,1,6837
107986,395,16,1,1727
107987,395,28,3,6586
107988,395,49,3,2954
107989,395,41,5,2300
107990,395,54,1,627
107991,395,48,5,30
107992,395,12,1,2215
107993,395,24,1,7287
107994,395,11,3,5137
107995,395,15,5,5150
107996,395,29,3,3654
107997,395,44,2,7029
107998,395,38,4,6117
107999,395,48,3,5895
108000,395,37,3,60
108001,395,1,2,6304
108002,395,39,2,5642
108003,395,48,4,6297
108004,395,38,3,7942
108005,395,22,3,480
108006,395,8,1,3484
108007,395,23,4,5606
108008,395,12,4,3382
108009,395,22,2,556
108010,395,26,2,5405
108011,395,20,2,54
108012,395,7,3,2225
108013,395,52,3,992
108014,395,30,4,7718
108015,395,8,3,6766
108016,395,7,2,5193
108017,395,50,1,1242
108018,395,24,5,2272
108019,395,32,2,1878
108020,395,15,2,7906
108021,395,40,5,6078
108022,395,40,1,2147
108023,395,48,2,6819
108024,395,36,4,3309
108025,395,25,2,2219
108026,395,18,2,1963
108027,395,50,3,5092
108028,395,55,4,7781
108029,395,9,1,321
108030,395,18,1,6491
108031,395,25,5,5616
108032,395,18,4,7443
108033,395,30,3,26
108034,395,36,3,2725
108035,395,55,2,7615
108036,395,4,3,4997
108037,395,45,5,1701
108038,395,25,4,900
108039,395,45,1,3552
108040,395,23,5,5766
108041,395,14,1,2976
108042,395,47,4,1156
108043,395,3,4,7179
108044,395,21,5,4699
108045,395,52,4,1981
108046,395,20,1,3784
108047,395,44,3,4502
108048,395,21,1,329
108049,395,10,4,4833
108050,395,18,5,6327
108051,395,47,5,7109
108052,395,43,3,1828
108053,395,14,3,6649
108054,395,1,4,3652
108055,395,23,2,2369
108056,395,20,5,7002
108057,395,37,2,875
108058,395,16,4,3610
108059,395,39,3,3503
108060,395,40,2,3747
108061,395,52,2,7699
108062,395,33,4,4715
108063,395,29,5,5972
108064,395,24,2,4734
108065,395,53,4,842
108066,395,49,5,5721
108067,395,46,3,4654
108068,395,41,1,7216
108069,395,2,4,4108
108070,395,3,1,4980
108071,395,10,2,1358
108072,395,1,5,238
108073,395,35,1,5762
108074,395,38,5,305
108075,395,34,3,4071
108076,395,45,4,4972
108077,395,23,1,2585
108078,395,33,3,6296
108079,395,13,3,4774
108080,395,32,5,4970
108081,395,12,3,2656
108082,395,29,2,5978
108083,395,53,5,1121
108084,395,3,5,5571
108085,395,13,1,7735
108086,395,4,4,7149
108087,395,17,1,3116
108088,395,8,4,5184
108089,395,47,1,2378
108090,395,31,5,908
108091,395,17,2,37
108092,395,32,3,132
108093,395,33,1,5646
108094,395,6,5,6114
108095,395,31,1,3268
108096,395,5,4,2633
108097,395,31,2,6019
108098,395,16,2,6357
108099,395,11,4,1407
108100,395,2,1,2777
108101,395,39,4,4216
108102,395,26,4,1889
108103,395,12,2,6203
108104,395,36,1,5172
108105,395,8,5,5575
108106,395,30,2,583
108107,395,52,1,2748
108108,395,14,2,6046
108109,395,21,3,5505
108110,395,30,1,7659
108111,395,32,1,6089
108112,395,14,5,7922
108113,395,42,4,240
108114,395,27,2,4011
108115,395,46,4,3246
108116,395,26,1,2942
108117,395,11,2,7609
108118,395,31,4,5861
108119,395,10,5,5010
108120,395,12,5,5307
108121,395,17,3,4682
108122,395,14,4,1050
108123,395,40,4,3789
108124,395,43,2,1599
108125,395,21,4,833
108126,395,54,3,4885
108127,395,49,1,4289
108128,395,53,1,1965
108129,395,45,3,7660
108130,395,16,3,3518
108131,395,2,5,6053
108132,395,5,3,7826
108133,395,39,1,910
108134,395,37,1,1915
108135,395,19,4,4243
108136,395,44,5,5105
108137,395,25,3,3280
108138,395,10,3,2042
108139,395,51,1,3929
108140,395,45,2,6927
108141,395,37,5,1508
108142,395,4,5,6043
108143,395,27,4,4233
108144,395,9,2,6002
108145,395,27,5,2185
108146,396,50,5,761
108147,396,36,2,3238
108148,396,15,5,7354
108149,396,8,1,2102
108150,396,24,4,1096
108151,396,7,1,2562
108152,396,53,4,4140
108153,396,41,1,5983
108154,396,47,1,287
108155,396,35,5,1587
108156,396,24,2,5700
108157,396,1,3,6894
108158,396,40,5,1429
108159,396,19,2,3544
108160,396,51,3,3327
108161,396,42,4,231
108162,396,35,1,3613
108163,396,39,4,3256
108164,396,49,4,1849
108165,396,43,3,1693
108166,396,13,5,7508
108167,396,24,3,6094
108168,396,46,5,7246
108169,396,9,4,2844
108170,396,9,3,2541
108171,396,36,3,1315
108172,396,44,3,6695
108173,396,45,3,6037
108174,396,53,5,7133
108175,396,11,4,541
108176,396,31,2,3975
108177,396,46,1,367
108178,396,5,4,144
108179,396,54,4,7242
108180,396,47,4,6804
108181,396,42,5,6335
108182,396,4,5,7902
108183,396,1,4,1163
108184,396,2,2,4738
108185,396,54,5,3926
108186,396,52,2,7301
108187,396,38,4,3333
108188,396,28,1,6708
108189,396,17,5,2512
108190,396,48,4,1892
108191,396,51,1,6397
108192,396,15,4,3889
108193,396,21,4,3277
108194,396,38,1,1454
108195,396,46,2,1544
108196,396,44,1,4428
108197,396,45,1,1751
108198,396,35,4,4428
108199,396,56,4,4498
108200,396,6,2,6773
108201,396,49,2,6911
108202,396,28,4,4368
108203,396,29,4,6757
108204,396,22,1,3032
108205,396,33,4,2685
108206,396,50,4,2749
108207,396,14,2,1288
108208,396,6,1,2239
108209,396,13,4,4746
108210,396,31,5,4676
108211,396,16,4,5513
108212,396,12,5,1349
108213,396,55,3,4717
108214,396,32,5,1794
108215,396,9,5,880
108216,396,26,5,5502
108217,396,10,5,1903
108218,396,7,3,7208
108219,396,26,3,3596
108220,396,4,2,5677
108221,396,12,3,3212
108222,396,33,2,6412
108223,396,18,4,2403
108224,396,27,4,5173
108225,396,22,4,7804
108226,396,18,2,7175
108227,396,49,1,5191
108228,396,50,3,5919
108229,396,41,2,5047
108230,396,6,5,3448
108231,396,8,4,7700
108232,396,25,1,451
108233,396,1,2,5804
108234,396,13,2,3713
108235,396,39,5,2273
108236,396,36,5,3570
108237,396,46,4,7465
108238,396,46,3,5336
108239,396,26,1,6399
108240,396,2,5,1352
108241,396,21,5,7436
108242,396,40,4,7341
108243,396,30,1,3685
108244,396,41,5,5320
108245,396,7,4,2720
108246,396,14,5,6989
108247,396,8,5,4879
108248,396,34,4,6149
108249,396,27,2,438
108250,396,34,5,571
108251,396,1,1,572
108252,396,27,5,7993
108253,396,38,5,5844
108254,396,30,4,213
108255,396,3,2,3169
108256,396,43,4,2135
108257,396,17,3,4486
108258,396,42,1,6179
108259,396,32,3,3738
108260,396,2,4,3488
108261,396,52,4,6762
108262,396,54,1,4651
108263,396,22,3,3277
108264,396,7,5,5630
108265,396,18,3,4696
108266,396,20,4,5147
108267,396,11,3,7720
108268,396,15,1,817
108269,396,56,5,3178
108270,396,56,3,5895
108271,396,41,3,5492
108272,396,17,1,892
108273,396,4,3,5415
108274,396,3,3,3502
108275,396,30,2,734
108276,396,21,1,4728
108277,396,5,3,1170
108278,396,44,2,1926
108279,396,37,2,1878
108280,396,19,4,4057
108281,396,24,5,6892
108282,396,18,5,987
108283,396,10,2,3607
108284,396,37,4,3960
108285,396,34,3,5671
108286,396,48,1,7189
108287,396,29,2,7487
108288,396,28,3,1416
108289,396,31,4,6327
108290,396,12,1,2423
108291,396,33,3,4003
108292,396,32,2,1477
108293,396,33,5,4710
108294,396,49,3,4469
108295,396,53,1,6457
108296,396,8,2,4501
108297,396,39,2,4597
108298,396,30,5,1215
108299,396,45,4,7771
108300,396,23,3,6160
108301,396,37,3,7489
108302,396,38,3,2729
108303,396,26,2,1936
108304,396,29,3,4655
108305,396,33,1,7951
108306,396,44,4,3775
108307,396,40,1,5999
108308,396,9,2,4963
108309,396,23,4,4463
108310,396,43,1,4644
108311,396,50,1,1539
108312,396,11,5,7632
108313,396,15,3,7652
108314,396,40,2,4476
108315,396,22,5,866
108316,396,14,1,4005
108317,396,25,4,7007
108318,396,3,5,2645
108319,396,10,3,3707
108320,396,55,2,5927
108321,396,20,1,950
108322,396,27,3,2554
108323,396,42,2,290
108324,396,27,1,4960
108325,396,10,1,6226
108326,396,29,1,6658
108327,396,39,3,5424
108328,396,51,4,4097
108329,396,13,1,3452
108330,396,52,5,4447
108331,396,21,2,500
108332,396,20,5,1193
108333,396,10,4,724
108334,396,12,2,4192
108335,396,55,1,759
108336,396,5,5,5676
108337,396,19,3,1468
108338,396,44,5,573
108339,396,32,1,7047
108340,396,19,5,3182
108341,396,41,4,2796
108342,396,23,5,6212
108343,396,25,3,7088
108344,396,11,1,1495
108345,396,2,1,2577
108346,396,16,3,687
108347,396,1,5,3756
108348,396,31,3,2401
108349,396,55,4,375
108350,396,35,2,845
108351,396,2,3,1809
108352,396,56,2,2761
108353,396,52,1,5352
108354,396,37,5,2150
108355,396,51,5,4559
108356,396,54,3,1455
108357,396,24,1,7734
108358,396,50,2,7623
108359,396,25,5,6777
108360,396,53,2,7737
108361,396,21,3,4878
108362,396,48,5,4426
108363,396,48,3,1448
108364,396,25,2,955
108365,396,48,2,7406
108366,396,55,5,333
108367,396,45,2,1487
108368,396,47,3,1220
108369,396,3,4,4033
108370,396,45,5,3019
108371,396,42,3,5253
108372,396,35,3,5404
108373,396,49,5,4842
108374,396,22,2,2229
108375,396,43,5,2066
108376,396,47,2,1948
108377,396,23,2,1271
108378,396,40,3,2841
108379,396,38,2,5028
108380,396,7,2,5367
108381,396,3,1,2880
108382,396,20,2,6626
108383,396,8,3,6549
108384,396,19,1,5583
108385,396,16,2,2640
108386,396,29,5,4236
108387,396,16,5,6069
108388,396,9,1,5278
108389,396,34,1,2613
108390,396,26,4,7923
108391,396,28,2,1610
108392,396,56,1,6393
108393,396,14,3,5311
108394,396,5,2,2605
108395,396,31,1,1115
108396,396,30,3,5026
108397,396,39,1,1017
108398,396,6,3,1610
108399,396,36,1,3649
108400,396,51,2,465
108401,396,4,4,2537
108402,396,53,3,1274
108403,396,4,1,6716
108404,396,17,2,6413
108405,396,6,4,4965
108406,396,37,1,3757
108407,396,32,4,3440
108408,396,15,2,4481
108409,396,18,1,5277
108410,396,14,4,7150
108411,396,20,3,5822
108412,396,13,3,7659
108413,396,23,1,3696
108414,396,34,2,2555
108415,396,11,2,4660
108416,396,5,1,3808
108417,396,52,3,3557
108418,396,17,4,4607
108419,396,43,2,6173
108420,396,16,1,3794
108421,397,39,4,1727
108422,397,29,3,6976
108423,397,26,1,2280
108424,397,8,4,3230
108425,397,5,3,2075
108426,397,47,3,3586
108427,397,2,1,4927
108428,397,47,4,5153
108429,397,25,1,4138
108430,397,7,1,2547
108431,397,54,2,1029
108432,397,8,3,7897
108433,397,35,5,48
108434,397,22,5,3629
108435,397,21,4,4819
108436,397,22,4,4270
108437,397,39,2,2209
108438,397,7,2,4156
108439,397,27,2,4919
108440,397,55,5,6598
108441,397,3,2,6195
108442,397,17,2,246
108443,397,12,4,2288
108444,397,11,4,5919
108445,397,42,3,5604
108446,397,20,1,4440
108447,397,30,5,7997
108448,397,21,1,1958
108449,397,47,2,961
108450,397,43,3,2050
108451,397,5,4,7450
108452,397,12,2,3970
108453,397,1,3,198
108454,397,7,3,6468
108455,397,56,2,1875
108456,397,16,2,6269
108457,397,44,4,7265
108458,397,33,2,6276
108459,397,56,1,5127
108460,397,39,3,2644
108461,397,4,1,775
108462,397,40,4,2603
108463,397,22,2,7223
108464,397,10,1,5136
108465,397,30,3,2523
108466,397,11,2,4604
108467,397,33,5,6470
108468,397,3,3,3185
108469,397,41,3,6622
108470,397,2,3,241
108471,397,10,4,2222
108472,397,44,3,3352
108473,397,12,5,5431
108474,397,22,1,6940
108475,397,47,1,3464
108476,397,25,5,7817
108477,397,55,2,918
108478,397,46,5,4775
108479,397,38,4,2177
108480,397,32,5,4202
108481,397,21,2,5768
108482,397,54,5,3239
108483,397,48,2,5576
108484,397,19,5,900
108485,397,13,3,2937
108486,397,4,2,682
108487,397,8,2,5257
108488,397,40,2,3500
108489,397,4,3,6905
108490,397,35,2,1614
108491,397,49,5,2655
108492,397,3,4,4507
108493,397,1,4,1506
108494,397,43,1,3917
108495,397,14,3,2793
108496,397,51,1,7395
108497,397,22,3,3495
108498,397,33,4,1525
108499,397,34,1,7653
108500,397,25,2,1421
108501,397,19,3,7987
108502,397,12,3,2589
108503,397,43,2,4643
108504,397,2,5,4247
108505,397,55,1,5444
108506,397,44,1,4269
108507,397,5,5,1913
108508,397,49,3,1869
108509,397,51,4,3599
108510,397,38,3,2106
108511,397,4,5,1211
108512,397,6,4,2552
108513,397,42,5,4966
108514,397,52,2,4913
108515,397,32,1,3673
108516,397,34,4,480
108517,397,42,2,1567
108518,397,40,5,3667
108519,397,30,4,5298
108520,397,36,3,4703
108521,397,56,5,1282
108522,397,20,5,6037
108523,397,45,3,7120
108524,397,15,4,6980
108525,397,41,5,4491
108526,397,18,3,797
108527,397,32,3,1855
108528,397,15,1,4131
108529,397,36,1,1078
108530,397,49,4,2134
108531,397,21,3,5046
108532,397,54,4,5789
108533,397,14,4,617
108534,397,29,2,4327
108535,397,3,5,5849
108536,397,28,2,2660
108537,397,51,2,6877
108538,397,28,4,1549
108539,397,48,1,659
108540,397,46,2,786
108541,397,48,4,670
108542,397,50,3,347
108543,397,5,1,2729
108544,397,30,1,7586
108545,397,32,2,889
108546,397,17,5,2999
108547,397,23,2,2775
108548,397,24,3,2642
108549,397,7,5,454
108550,397,30,2,2247
108551,397,9,2,5388
108552,397,18,5,2774
108553,397,50,2,4491
108554,397,12,1,61
108555,397,24,2,6919
108556,397,16,1,5406
108557,397,9,5,4864
108558,397,51,3,7855
108559,397,6,3,1936
108560,397,49,1,7123
108561,397,2,4,3182
108562,397,26,3,1234
108563,397,4,4,6499
108564,397,28,3,4297
108565,397,44,2,5563
108566,397,10,2,2800
108567,397,53,4,3482
108568,397,40,1,7299
108569,397,19,2,339
108570,397,48,3,7855
108571,397,15,2,4594
108572,397,33,1,3418
108573,397,31,1,7141
108574,397,26,5,3763
108575,397,41,2,4312
108576,397,39,1,5628
108577,397,36,4,3624
108578,397,11,3,2051
108579,397,54,1,1580
108580,397,17,1,6463
108581,397,2,2,4287
108582,397,39,5,4304
108583,397,13,5,1185
108584,397,8,5,6245
108585,397,52,1,3402
108586,397,11,5,1773
108587,397,1,5,4698
108588,397,13,1,6298
108589,397,1,2,3037
108590,397,56,3,2264
108591,397,24,5,3139
108592,397,32,4,7586
108593,397,52,4,5367
108594,397,31,2,1210
108595,397,31,3,2403
108596,397,42,1,1771
108597,397,16,4,4643
108598,397,3,1,214
108599,397,56,4,5744
108600,397,25,3,3756
108601,397,38,5,6546
108602,397,38,1,4031
108603,397,54,3,3762
108604,397,9,3,6452
108605,397,18,1,1897
108606,397,29,1,3255
108607,397,26,2,2432
108608,397,31,5,2846
108609,397,53,1,1974
108610,397,35,4,5274
108611,397,37,3,1673
108612,397,45,1,6779
108613,397,7,4,2201
108614,397,31,4,2891
108615,397,41,1,1293
108616,397,8,1,1657
108617,397,15,5,5087
108618,397,53,5,1545
108619,397,37,1,2095
108620,397,37,4,305
108621,397,27,1,7708
108622,397,34,2,5380
108623,397,20,2,5005
108624,397,28,1,5542
108625,397,36,2,2383
108626,397,23,4,5052
108627,397,16,3,3527
108628,397,20,4,676
108629,397,33,3,7475
108630,397,35,3,995
108631,397,50,5,6900
108632,397,44,5,1587
108633,397,36,5,5769
108634,397,34,5,2051
108635,397,27,4,7885
108636,397,19,4,58
108637,397,46,3,7524
108638,397,14,2,7069
108639,397,27,3,7094
108640,397,28,5,3884
108641,397,6,1,2867
108642,397,10,5,1739
108643,397,55,4,312
108644,397,37,2,6514
108645,397,16,5,1101
108646,397,40,3,3841
108647,397,53,3,1974
108648,397,23,1,4646
108649,397,45,2,7378
108650,397,5,2,2726
108651,397,50,4,4004
108652,397,46,4,6773
108653,397,55,3,6968
108654,397,9,4,377
108655,397,49,2,7228
108656,397,25,4,3591
108657,397,18,2,6795
108658,397,35,1,5304
108659,397,10,3,4275
108660,397,26,4,1314
108661,397,17,3,39
108662,397,1,1,2489
108663,397,19,1,4228
108664,397,29,5,1126
108665,397,43,5,5958
108666,397,13,2,3299
108667,397,45,4,2240
108668,397,41,4,4292
108669,397,21,5,1307
108670,397,17,4,7164
108671,397,6,2,7054
108672,397,38,2,3950
108673,397,23,3,5245
108674,397,42,4,3265
108675,397,20,3,7757
108676,397,9,1,7476
108677,397,51,5,6581
108678,397,37,5,6055
108679,397,14,1,2269
108680,397,43,4,5014
108681,397,15,3,3863
108682,397,11,1,1614
108683,397,53,2,1877
108684,397,24,4,7538
108685,397,34,3,7395
108686,397,29,4,7804
108687,397,50,1,2021
108688,397,6,5,3907
108689,397,52,3,3242
108690,397,18,4,403
108691,397,27,5,7350
108692,397,14,5,2923
108693,397,52,5,5824
108694,397,13,4,7814
108695,398,18,4,4214
108696,398,42,2,5261
108697,398,19,5,4605
108698,398,29,3,4290
108699,398,44,5,2540
108700,398,11,1,713
108701,398,7,4,7405
108702,398,4,5,900
108703,398,3,2,657
108704,398,45,3,7834
108705,398,10,3,3556
108706,398,26,2,1325
108707,398,47,1,4320
108708,398,11,5,6786
108709,398,51,4,5341
108710,398,35,3,2179
108711,398,20,3,3647
108712,398,41,3,1994
108713,398,46,3,3099
108714,398,9,5,6848
108715,398,42,1,6687
108716,398,46,1,5548
108717,398,33,2,1148
108718,398,5,2,5176
108719,398,7,5,5320
108720,398,29,2,4453
108721,398,14,2,3037
108722,398,51,3,6036
108723,398,27,5,5501
108724,398,28,5,287
108725,398,5,4,223
108726,398,55,1,2341
108727,398,52,5,6484
108728,398,37,5,3674
108729,398,16,2,7353
108730,398,25,5,1461
108731,398,48,5,1991
108732,398,33,5,2823
108733,398,54,3,5953
108734,398,36,3,6501
108735,398,27,4,5929
108736,398,32,5,1775
108737,398,55,5,7307
108738,398,45,1,5079
108739,398,6,2,5556
108740,398,45,4,711
108741,398,40,5,4683
108742,398,10,2,6835
108743,398,51,2,7873
108744,398,14,5,3031
108745,398,25,3,4752
108746,398,29,1,4999
108747,398,27,3,2087
108748,398,40,3,4252
108749,398,42,5,4922
108750,398,19,2,3720
108751,398,1,2,2353
108752,398,6,4,7143
108753,398,18,5,7125
108754,398,50,4,1653
108755,398,32,3,2291
108756,398,46,5,322
108757,398,33,4,6571
108758,398,15,1,791
108759,398,43,3,308
108760,398,44,4,6306
108761,398,22,4,235
108762,398,49,2,1685
108763,398,6,3,823
108764,398,7,3,4141
108765,398,20,4,1494
108766,398,48,2,754
108767,398,8,4,4786
108768,398,3,4,4144
108769,398,22,5,7474
108770,398,20,1,704
108771,398,17,5,5475
108772,398,55,3,2780
108773,398,16,4,1030
108774,398,37,4,2787
108775,398,54,4,2496
108776,398,47,3,3599
108777,398,43,2,3251
108778,398,54,5,4123
108779,398,25,2,5510
108780,398,28,2,7442
108781,398,53,4,2883
108782,398,1,3,4022
108783,398,16,3,1835
108784,398,31,1,902
108785,398,30,2,1398
108786,398,36,5,5470
108787,398,36,1,4174
108788,398,53,1,174
108789,398,24,2,3855
108790,398,12,2,2035
108791,398,38,2,7129
108792,398,6,1,2813
108793,398,23,3,2854
108794,398,37,1,384
108795,398,42,3,1502
108796,398,52,3,3191
108797,398,44,1,5356
108798,398,47,5,4346
108799,398,38,4,1341
108800,398,23,4,2255
108801,398,2,4,7622
108802,398,48,4,1204
108803,398,50,5,5068
108804,398,22,2,6259
108805,398,1,5,6030
108806,398,23,1,5030
108807,398,4,2,7751
108808,398,21,3,7028
108809,398,23,5,6263
108810,398,38,3,710
108811,398,14,3,2366
108812,398,13,2,7269
108813,398,54,2,5317
108814,398,1,1,3946
108815,398,48,3,2013
108816,398,28,4,612
108817,398,39,1,2331
108818,398,32,1,5556
108819,398,55,2,5121
108820,398,49,4,3573
108821,398,37,2,6274
108822,398,19,1,2270
108823,398,12,4,7133
108824,398,38,5,3593
108825,398,40,1,6252
108826,398,26,3,2888
108827,398,41,4,1200
108828,398,39,2,7259
108829,398,21,2,5601
108830,398,56,4,4342
108831,398,32,4,7016
108832,398,5,3,4532
108833,398,53,5,3442
108834,398,1,4,7666
108835,398,20,2,4451
108836,398,22,1,2019
108837,398,35,5,2369
108838,398,53,2,1350
108839,398,56,1,3268
108840,398,52,4,3939
108841,398,13,4,1812
108842,398,51,1,1588
108843,398,3,5,5171
108844,398,9,3,2581
108845,398,26,1,6975
108846,398,12,1,3186
108847,398,41,5,2078
108848,398,24,1,7638
108849,398,31,5,1250
108850,398,28,3,7148
108851,398,55,4,4766
108852,398,8,2,262
108853,398,5,1,7710
108854,398,50,1,3645
108855,398,56,3,5428
108856,398,49,1,3167
108857,398,31,2,3949
108858,398,30,3,4645
108859,398,38,1,2039
108860,398,9,1,2049
108861,398,24,3,317
108862,398,34,1,3251
108863,398,47,2,5655
108864,398,44,2,6893
108865,398,23,2,7832
108866,398,46,2,6382
108867,398,44,3,7971
108868,398,10,1,2673
108869,398,15,3,5789
108870,398,17,4,6264
108871,398,21,1,4338
108872,398,17,3,5971
108873,398,4,1,6731
108874,398,39,5,5954
108875,398,41,2,2199
108876,398,45,5,6642
108877,398,54,1,4061
108878,398,50,2,6910
108879,398,47,4,4250
108880,398,2,2,7739
108881,398,56,5,4989
108882,398,30,4,3334
108883,398,21,4,7185
108884,398,10,5,3959
108885,398,17,2,1083
108886,398,51,5,3203
108887,398,26,5,7508
108888,398,49,3,4323
108889,398,41,1,1403
108890,398,11,3,2747
108891,398,25,1,7710
108892,398,42,4,235
108893,398,35,2,1976
108894,398,33,3,920
108895,398,52,2,2738
108896,398,3,3,7040
108897,398,50,3,58
108898,398,8,3,5334
108899,398,7,2,999
108900,398,13,3,1481
108901,398,49,5,6926
108902,398,30,5,1438
108903,398,17,1,4006
108904,398,9,4,1353
108905,398,13,5,6976
108906,398,10,4,4028
108907,398,30,1,3016
108908,398,18,2,2475
108909,398,27,1,1945
108910,398,12,5,196
108911,398,14,4,1442
108912,398,45,2,1774
108913,398,19,3,6518
108914,398,32,2,1114
108915,398,43,1,3424
108916,398,34,2,6735
108917,398,39,3,1737
108918,398,29,5,3866
108919,398,43,5,1560
108920,398,15,2,3631
108921,398,33,1,6613
108922,398,56,2,1276
108923,398,34,5,835
108924,398,14,1,859
108925,398,7,1,6804
108926,398,4,4,1390
108927,398,2,3,2326
108928,398,40,2,3650
108929,398,19,4,2725
108930,398,11,2,3852
108931,398,26,4,2763
108932,398,53,3,2723
108933,398,18,3,5985
108934,398,39,4,7249
108935,398,4,3,1948
108936,398,15,4,6438
108937,398,43,4,3920
108938,398,13,1,4789
108939,398,8,5,1152
108940,398,11,4,2287
108941,398,28,1,4594
108942,398,8,1,6357
108943,398,16,5,1309
108944,398,20,5,6169
108945,398,31,4,6765
108946,398,48,1,4052
108947,398,46,4,3286
108948,398,22,3,2790
108949,398,36,2,3002
108950,398,52,1,1463
108951,398,35,4,3832
108952,398,12,3,1719
108953,398,18,1,2207
108954,398,35,1,6405
108955,398,9,2,1700
108956,398,21,5,1243
108957,398,34,4,6379
108958,398,24,5,1349
108959,398,34,3,966
108960,398,37,3,4941
108961,398,2,1,1224
108962,398,16,1,2253
108963,398,31,3,6035
108964,398,29,4,396
108965,398,40,4,5889
108966,398,36,4,4349
108967,398,27,2,6879
108968,398,15,5,5578
108969,399,22,5,5210
108970,399,51,4,5042
108971,399,44,2,7672
108972,399,53,5,6685
108973,399,17,3,266
108974,399,19,1,2459
108975,399,13,4,3497
108976,399,1,4,5144
108977,399,33,4,2285
108978,399,7,4,714
108979,399,50,5,5220
108980,399,1,5,2662
108981,399,13,3,316
108982,399,32,4,5739
108983,399,48,2,4776
108984,399,45,5,5063
108985,399,28,3,924
108986,399,10,4,5940
108987,399,52,5,1719
108988,399,24,2,4317
108989,399,9,5,4041
108990,399,26,3,3376
108991,399,25,5,4729
108992,399,48,1,6966
108993,399,21,4,3975
108994,399,54,2,2835
108995,399,50,4,3340
108996,399,40,1,1853
108997,399,55,5,2198
108998,399,31,3,7763
108999,399,7,3,3264
109000,399,10,3,1463
109001,399,20,5,903
109002,399,44,3,4784
109003,399,2,3,4726
109004,399,22,4,7999
109005,399,12,5,3999
109006,399,9,1,3866
109007,399,54,1,2348
109008,399,18,5,6009
109009,399,25,1,6326
109010,399,12,1,6599
109011,399,49,4,6658
109012,399,46,4,833
109013,399,3,1,3272
109014,399,17,4,7510
109015,399,30,3,3161
109016,399,8,3,97
109017,399,15,3,3507
109018,399,40,2,490
109019,399,15,4,3315
109020,399,29,2,5742
109021,399,14,5,100
109022,399,30,2,3342
109023,399,44,1,4915
109024,399,24,4,634
109025,399,46,3,840
109026,399,7,5,3786
109027,399,41,1,3460
109028,399,30,1,7871
109029,399,40,4,119
109030,399,47,5,3713
109031,399,27,4,3742
109032,399,17,1,986
109033,399,37,1,2866
109034,399,39,5,2877
109035,399,39,3,4946
109036,399,53,4,5977
109037,399,21,2,2048
109038,399,51,1,3211
109039,399,55,4,242
109040,399,12,4,6288
109041,399,42,1,7358
109042,399,9,4,7210
109043,399,38,1,4842
109044,399,54,3,2870
109045,399,19,4,1613
109046,399,4,5,7563
109047,399,49,1,2974
109048,399,13,2,4926
109049,399,42,4,6340
109050,399,34,4,6358
109051,399,15,2,5675
109052,399,18,2,2480
109053,399,14,1,1327
109054,399,16,4,1635
109055,399,18,1,5785
109056,399,43,4,7311
109057,399,16,3,3287
109058,399,52,2,7988
109059,399,2,5,3816
109060,399,7,2,150
109061,399,11,2,459
109062,399,50,3,6744
109063,399,35,4,4465
109064,399,4,2,4781
109065,399,51,2,7986
109066,399,15,5,1926
109067,399,37,4,2397
109068,399,3,3,7333
109069,399,47,2,1035
